kid_age,kid_english_level,previous_events_attended,previous_no_shows,event_category,event_target_level,event_duration_hours,event_price_tnd,distance_km,days_until_event,is_weekend,event_is_featured,weather_rain_prob,weather_temp_c,sms_reminder_sent,attended
12,B1_INTERMEDIATE,26,15,NATURE_VOCAB_WALK,B1_INTERMEDIATE,2,20,15.1,20,1,0,0,19.2,1,0
8,A2_ELEMENTARY,20,2,ENGLISH_CAMP_DAY,A1_BEGINNER,3,0,11.69,7,0,0,0.152,18.5,1,1
6,A1_BEGINNER,2,1,?,A1_BEGINNER,1.5,75,2.17,12,1,0,0.244,24.3,1,0
6,A2_ELEMENTARY,29,11,SPORTS_AND_ENGLISH,A1_BEGINNER,2.5,39,0.53,11,0,1,0,37.6,0,1
9,A2_ELEMENTARY,23,6,OUTDOOR_THEATER,ALL_LEVELS,2.5,22,1.86,3,0,0,0.404,19,1,1
9,B1_INTERMEDIATE,18,9,TREASURE_HUNT,A1_BEGINNER,3,0,7.42,24,1,0,0.089,21.1,1,0
6,A1_BEGINNER,16,1,FIELD_TRIP,ALL_LEVELS,3,0,6.99,6,0,1,0.376,34.6,1,1
5,A2_ELEMENTARY,26,1,NATURE_VOCAB_WALK,ALL_LEVELS,2,0,1.6,1,0,0,0.183,24.9,1,1
10,A2_ELEMENTARY,12,6,STORYTELLING_PARK,A2_ELEMENTARY,4,59,0.24,8,0,0,0.393,20.6,1,1
12,B1_INTERMEDIATE,12,0,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,3,56,2.02,7,0,1,0.417,null,1,1
?,A1_BEGINNER,0,0,OUTDOOR_THEATER,B1_INTERMEDIATE,4,0,21.93,8,1,0,0.325,13.1,1,0
12,B1_INTERMEDIATE,7,3,STORYTELLING_PARK,ALL_LEVELS,1,78,7.78,7,1,0,0.868,N/A,1,0
12,B1_INTERMEDIATE,19,5,FIELD_TRIP,B1_INTERMEDIATE,2,0,1.48,1,1,1,0.23,18.7,0,1
6,A2_ELEMENTARY,25,13,NA,A1_BEGINNER,2,0,3.03,7,0,0,0.029,22.3,0,0
11,B1_INTERMEDIATE,10,3,FIELD_TRIP,ALL_LEVELS,2,0,7.44,4,0,0,0.4,12.9,1,1
10,B1_INTERMEDIATE,30,12,OUTDOOR_THEATER,B1_INTERMEDIATE,2.5,0,7.09,14,0,0,0.669,34.7,1,1
12,B1_INTERMEDIATE,21,9,STORYTELLING_PARK,A1_BEGINNER,1.5,72,16.47,6,0,0,0.322,25.5,1,0
?,A2_ELEMENTARY,14,1,Sports_and_english,B1_INTERMEDIATE,3,42,5.97,19,1,0,0.527,23.8,1,0
9,A2_ELEMENTARY,30,9,TREASURE_HUNT,A1_BEGINNER,4,32,14.95,6,1,0,0.532,32.3,0,0
12,B1_INTERMEDIATE,2,0,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2.5,28,?,7,1,1,0,21.5,1,1
12,B1_INTERMEDIATE,13,1,ENGLISH_CAMP_DAY,ALL_LEVELS,2.5,45,0.16,12,1,0,0.359,8.3,1,1
10,A2_ELEMENTARY,10,5,FIELD_TRIP,A1_BEGINNER,1.5,0,17.47,4,0,0,0,36.6,1,0
10,A1_BEGINNER,8,3,TREASURE_HUNT,B1_INTERMEDIATE,4,0,7.4,1,0,0,0.747,18.5,1,0
-2,A1_BEGINNER,28,11,STORYTELLING_PARK,A1_BEGINNER,1,0,null,13,0,1,?,10.9,1,1
11,B1_INTERMEDIATE,11,3,role_play_games,A1_BEGINNER,3,0,11.89,3,1,0,0.159,17,0,0
6,A1_BEGINNER,4,2, ENGLISH_PICNIC ,B1_INTERMEDIATE,1.5,27,10.73,7,0,0,0,31.2,1,0
10,A2_ELEMENTARY,21,12,ARTS_AND_CRAFTS,ALL_LEVELS,2,0,1.26,12,0,0,0.12,23.7,0,0
13,B1_INTERMEDIATE,26,0,TREASURE_HUNT,B1_INTERMEDIATE,4,0,17.64,7,1,0,null,13.7,1,1
10,A2_ELEMENTARY,7,4,ENGLISH_CAMP_DAY,A2_ELEMENTARY,2,0,27.56,19,0,0,0.186,23.8,1,0
13,A2_ELEMENTARY,24,10,SPORTS_AND_ENGLISH,unknown,1.5,0,11.88,0,0,0,0.089,25,1,1
13,B1_INTERMEDIATE,3,1,ROLE_PLAY_GAMES,ALL_LEVELS,2,70,13.41,7,1,0,0.101,13.1,0,1
13,B1_INTERMEDIATE,0,0,TREASURE_HUNT,A1_BEGINNER,2.5,20,9.55,4,0,0,0.469,18.3,1,0
8,B1_INTERMEDIATE,1,0,TREASURE_HUNT,A2_ELEMENTARY,3,0,17.1,8,0,0,0.112,24.3,1,0
9,A1_BEGINNER,5,0,NATURE_VOCAB_WALK,A2_ELEMENTARY,1,0,0.91,4,0,0,0.337,30.9,0,1
7,A1_BEGINNER,14,2,null,A2_ELEMENTARY,2,0,21.37,5,1,0,0.191,33.5,1,1
5,A1_BEGINNER,5,1,ROLE_PLAY_GAMES,A1_BEGINNER,2,0,15.74,10,0,0,0,29.2,1,1
10,A1_BEGINNER,30,8,STORYTELLING_PARK,B1_INTERMEDIATE,3,0,5.94,4,0,0,0.393,22.8,0,1
9,A1_BEGINNER,7,2,ARTS_AND_CRAFTS,A2_ELEMENTARY,1.5,62,5.65,8,0,1,0.18,24.1,1,0
8,A2_ELEMENTARY,14,3,FIELD_TRIP,A2_ELEMENTARY,2,0,1.91,1,0,0,0.294,?,0,1
11,B1_INTERMEDIATE,15,3,NATURE_VOCAB_WALK,ALL_LEVELS,2,21,16.41,13,1,0,0.278,23.9,1,1
11,A2_ELEMENTARY,3,1,FIELD_TRIP,ALL_LEVELS,2,71,17.63,22,0,1,0.372,34.3,1,1
12,B1_INTERMEDIATE,16,1,ENGLISH_PICNIC,A1_BEGINNER,2,37,0.15,11,1,1,0.328,19.7,1,1
6,A1_BEGINNER,6,0,ENGLISH_PICNIC,A1_BEGINNER,1.5,0,6.54,12,0,0,0.24,15.5,1,1
-2,B1_INTERMEDIATE,16,3,ENGLISH_CAMP_DAY,A2_ELEMENTARY,3,42,4.99,10,0,1,0.329,16.1,1,1
9,A1_BEGINNER,4,1,TREASURE_HUNT,B1_INTERMEDIATE,4,25,1.87,12,0,0,0.013,19,1,0
9,A2_ELEMENTARY,10,5,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,1,0,9.81,9,0,0,0.075,28.1,1,0
9,A1_BEGINNER,8,4,OUTDOOR_THEATER,A2_ELEMENTARY,1.5,0,19.81,5,0,0,0.291,23,0,0
5,A1_BEGINNER,13,1,SPORTS_AND_ENGLISH,ALL_LEVELS,2,0,9.34,2,0,0,0,12,0,1
12,B1_INTERMEDIATE,15,9,outdoor_theater,B1_INTERMEDIATE,4,0,7.23,13,1,0,0.296,22.5,1,0
6,A2_ELEMENTARY,9,4,FIELD_TRIP,A2_ELEMENTARY,2,50,10.09,13,0,0,0.577,22.1,1,0
8,A1_BEGINNER,24,13,NATURE_VOCAB_WALK,A1_BEGINNER,3,0,unknown,8,1,0,0.028,28,1,0
9,A2_ELEMENTARY,27,7, ARTS_AND_CRAFTS ,A2_ELEMENTARY,2.5,0,5.38,15,1,0,0.214,28,1,1
10,A1_BEGINNER,9,4,NATURE_VOCAB_WALK,A2_ELEMENTARY,3,27,N/A,10,1,0,0.174,24.2,1,1
9,A2_ELEMENTARY,12,1,ENGLISH_CAMP_DAY,A1_BEGINNER,2.5,0,8.6,1,0,0,0.449,5.6,1,0
7,A2_ELEMENTARY,23,7,OUTDOOR_THEATER,A1_BEGINNER,3,15,7.44,0,1,0,0.629,20.1,1,1
?,A2_ELEMENTARY,22,8,ROLE_PLAY_GAMES,A2_ELEMENTARY,2.5,0,5.45,2,0,0,0.013,23.8,0,0
9,A1_BEGINNER,4,2,OUTDOOR_THEATER,A2_ELEMENTARY,2,54,24.31,7,1,1,0.053,23.6,0,0
7,A1_BEGINNER,5,1,TREASURE_HUNT,ALL_LEVELS,4,53,10.54,10,1,0,0.005,34.6,1,1
10,A2_ELEMENTARY,3,1,STORYTELLING_PARK,ALL_LEVELS,3,22,13.16,9,0,0,0.569,22.6,1,0
6,A1_BEGINNER,9,1,NA,A1_BEGINNER,4,74,3.3,19,0,1,0.126,27.9,1,1
6,A2_ELEMENTARY,27,14,ENGLISH_CAMP_DAY,ALL_LEVELS,2.5,63,4.02,7,0,0,0.271,5.5,0,0
12,A2_ELEMENTARY,21,0,FIELD_TRIP,NA,1,0,18.72,4,0,0,0.346,14,1,1
8,A2_ELEMENTARY,7,2,NATURE_VOCAB_WALK,A1_BEGINNER,3,0,19.09,12,1,0,0,25.7,1,1
12,B1_INTERMEDIATE,17,6,ENGLISH_PICNIC,ALL_LEVELS,2,0,17.15,15,0,0,0.174,21.4,1,0
7,A1_BEGINNER,17,6,STORYTELLING_PARK,A2_ELEMENTARY,2.5,0,4.18,15,1,0,0.112,20.7,1,1
13,A2_ELEMENTARY,26,11,ENGLISH_PICNIC,B1_INTERMEDIATE,2,0,24.55,6,0,0,0.336,25.4,1,0
11,B1_INTERMEDIATE,9,3,ENGLISH_PICNIC,B1_INTERMEDIATE,2,0,19.17,10,1,0,0.519,19.2,1,0
7,A1_BEGINNER,30,4,ENGLISH_PICNIC,A1_BEGINNER,1.5,75,18.37,18,0,0,0.35,21.8,1,1
12,NA,23,3,NATURE_VOCAB_WALK,ALL_LEVELS,2.5,19,16.87,4,0,0,0.279,24.7,1,1
8,A1_BEGINNER,17,9, TREASURE_HUNT ,A1_BEGINNER,2,0,6.48,9,0,0,0.08,15.8,1,0
5,A1_BEGINNER,30,8,OUTDOOR_THEATER,ALL_LEVELS,2,66,2.24,4,0,0,0.124,14.6,0,0
7,A1_BEGINNER,5,1,ENGLISH_CAMP_DAY,A1_BEGINNER,1,0,15.27,12,0,0,0.438,8.4,1,1
7,A1_BEGINNER,1,0,FIELD_TRIP,ALL_LEVELS,2,31,12.46,5,1,0,0.103,22.2,1,1
13,B1_INTERMEDIATE,13,3,NATURE_VOCAB_WALK,A2_ELEMENTARY,1,79,14.68,4,1,0,0.162,24.1,1,1
12,A2_ELEMENTARY,2,1,ENGLISH_CAMP_DAY,A2_ELEMENTARY,1,0,9.06,6,1,0,0.127,11.1,0,0
7,A1_BEGINNER,11,3,STORYTELLING_PARK,A1_BEGINNER,2,50,2.62,4,0,0,0,10.8,0,1
11,A2_ELEMENTARY,30,18,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,3,21,20.51,8,1,0,0.412,17.5,yes,0
10,B1_INTERMEDIATE,7,1,TREASURE_HUNT,A1_BEGINNER,1,36,3.99,13,1,0,0.038,19.5,0,1
11,B1_INTERMEDIATE,1,1,ENGLISH_PICNIC,ALL_LEVELS,4,33,2.68,14,0,0,0.128,26.3,0,0
13,B1_INTERMEDIATE,4,1, ROLE_PLAY_GAMES ,A1_BEGINNER,4,0,18.9,14,0,0,0.337,16.4,1,0
13,B1_INTERMEDIATE,30,12,FIELD_TRIP,B1_INTERMEDIATE,1.5,0,10.05,5,0,0,0,16.4,1,1
6,A2_ELEMENTARY,26,7,ENGLISH_CAMP_DAY,A1_BEGINNER,2.5,27,5.83,11,0,0,0.504,24.8,0,0
5,A1_BEGINNER,2,1,ENGLISH_PICNIC,A2_ELEMENTARY,2,23,21.22,2,0,0,0.065,19.7,1,1
13,A2_ELEMENTARY,17,7,ARTS_AND_CRAFTS,ALL_LEVELS,2,59,9.1,4,1,1,0,17.7,1,1
12,B1_INTERMEDIATE,8,3,ENGLISH_PICNIC,A1_BEGINNER,1.5,0,1.73,16,0,0,0.235,7.9,0,0
5,A1_BEGINNER,13,2,TREASURE_HUNT,ALL_LEVELS,2,56,5.12,18,0,0,0.385,5.8,1,0
8,A2_ELEMENTARY,16,9,FIELD_TRIP,A2_ELEMENTARY,3,0,8.63,19,1,0,0.255,21.7,0,0
7,A1_BEGINNER,8,4,NATURE_VOCAB_WALK,B1_INTERMEDIATE,1,0,10.05,1,0,0,0.278,10.6,1,0
9,A2_ELEMENTARY,25,13,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,2,48,2.84,10,1,0,0.197,26.6,0,0
6,A1_BEGINNER,22,6,nature_vocab_walk,ALL_LEVELS,1.5,18,12.34,3,0,0,unknown,24.5,1,1
5,A1_BEGINNER,30,2,NATURE_VOCAB_WALK,A2_ELEMENTARY,3,49,4.16,17,0,0,0.258,25.7,1,0
13,A2_ELEMENTARY,4,1, FIELD_TRIP ,B1_INTERMEDIATE,1,47,9.96,1,1,0,0.802,20.4,1,1
13,A2_ELEMENTARY,19,9, STORYTELLING_PARK ,A2_ELEMENTARY,3,0,7.67,1,0,0,0.062,NA,1,0
11,A2_ELEMENTARY,13,6,ARTS_AND_CRAFTS,B1_INTERMEDIATE,2,25,8.45,4,0,0,0.02,12.3,0,0
7,A2_ELEMENTARY,5,3,NATURE_VOCAB_WALK,B1_INTERMEDIATE,4,0,16.53,4,1,0,0.159,33.4,1,0
9,A2_ELEMENTARY,22,0,STORYTELLING_PARK,A2_ELEMENTARY,1,72,5.37,19,1,1,0,23.7,0,1
8,B1_INTERMEDIATE,12,5,TREASURE_HUNT,ALL_LEVELS,2.5,57,8.8,4,1,1,0.058,14.3,1,1
9,A2_ELEMENTARY,17,4,ROLE_PLAY_GAMES,A2_ELEMENTARY,3,20,14.37,12,0,0,0.092,24.2,1,1
12,B1_INTERMEDIATE,30,6,OUTDOOR_THEATER,A2_ELEMENTARY,2,0,18.22,2,0,0,0.618,27.7,1,0
13,B1_INTERMEDIATE,15,7,SPORTS_AND_ENGLISH,ALL_LEVELS,2.5,18,5.37,9,1,0,0.302,25.5,1,0
11,B1_INTERMEDIATE,9,0,ROLE_PLAY_GAMES,ALL_LEVELS,3,45,11.49,14,1,0,0.42,26.1,0,1
12,B1_INTERMEDIATE,20,9,ENGLISH_CAMP_DAY,A1_BEGINNER,2.5,0,11.66,16,1,0,0.226,6.2,1,0
9,A2_ELEMENTARY,11,6,TREASURE_HUNT,A1_BEGINNER,2,0,9.69,1,0,0,0.131,4.3,1,0
7,A2_ELEMENTARY,2,0,NATURE_VOCAB_WALK,A2_ELEMENTARY,1.5,43,18,15,1,1,0.276,22.4,1,1
8,A2_ELEMENTARY,27,1,TREASURE_HUNT,A2_ELEMENTARY,2,24,16.98,3,0,0,0,24.4,0,1
250,B1_INTERMEDIATE,24,0,ENGLISH_CAMP_DAY,A1_BEGINNER,1.5,0,7.04,11,0,0,0.077,25.7,0,1
10,A1_BEGINNER,8,3,ENGLISH_CAMP_DAY,A1_BEGINNER,3,35,2.99,3,0,0,0.807,25.1,0,1
13,B1_INTERMEDIATE,18,10,STORYTELLING_PARK,ALL_LEVELS,2.5,66,5.15,8,1,0,0.221,24.5,0,0
11,B1_INTERMEDIATE,27,16,ROLE_PLAY_GAMES,A1_BEGINNER,1.5,0,14.54,1,0,0,0.433,37.1,1,0
13,A2_ELEMENTARY,22,1,TREASURE_HUNT,B1_INTERMEDIATE,2,0,7.76,12,1,0,0.075,13.9,0,1
8,A1_BEGINNER,29,7,ENGLISH_CAMP_DAY,A2_ELEMENTARY,3,69,13.49,1,1,0,0,19.5,1,1
13,B1_INTERMEDIATE,27,7,ROLE_PLAY_GAMES,A2_ELEMENTARY,1,66,10.46,10,1,0,0.184,17.3,1,0
10,B1_INTERMEDIATE,22,0,NATURE_VOCAB_WALK,A2_ELEMENTARY,1,59,10.15,2,0,1,0,22.1,1,1
5,A2_ELEMENTARY,30,3,FIELD_TRIP,B1_INTERMEDIATE,3,29,13.13,8,1,0,0.399,13,0,1
7,A2_ELEMENTARY,11,3,ARTS_AND_CRAFTS,A2_ELEMENTARY,2,39,21.98,10,0,0,0.395,23.3,1,0
12,B1_INTERMEDIATE,17,10,ROLE_PLAY_GAMES,A1_BEGINNER,1.5,0,21.73,8,0,0,0,30,0,0
6,A2_ELEMENTARY,19,10,OUTDOOR_THEATER,ALL_LEVELS,2,57,7.73,19,0,0,0.467,7.8,1,0
6,A2_ELEMENTARY,11,4,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,1.5,0,7.51,12,0,0,0.483,12.6,1,0
5,A1_BEGINNER,23,9,ROLE_PLAY_GAMES,A1_BEGINNER,2,0,8.94,13,0,0,0.184,26.5,1,0
10,A1_BEGINNER,14,0,SPORTS_AND_ENGLISH,A2_ELEMENTARY,2,0,2.27,18,1,0,0.066,12.6,0,1
7,A1_BEGINNER,13,6,NATURE_VOCAB_WALK,B1_INTERMEDIATE,2.5,0,17.19,7,1,0,0.729,12.9,1,0
9,B1_INTERMEDIATE,25,5,STORYTELLING_PARK,ALL_LEVELS,2,61,5.11,8,0,0,unknown,NA,1,1
5,A1_BEGINNER,21,10,OUTDOOR_THEATER,A2_ELEMENTARY,2.5,0,null,27,0,1,0.298,18.8,1,0
12,B1_INTERMEDIATE,29,9,ROLE_PLAY_GAMES,B1_INTERMEDIATE,4,74,5.69,1,1,0,0.175,24.5,1,1
10,A1_BEGINNER,9,0,ARTS_AND_CRAFTS,ALL_LEVELS,2,0,6.76,5,0,0,0.791,19,1,1
9,A2_ELEMENTARY,8,0,OUTDOOR_THEATER,ALL_LEVELS,3,27,12.6,11,0,0,0.396,25.6,0,0
6,A2_ELEMENTARY,14,2,ENGLISH_PICNIC,A1_BEGINNER,2.5,0,11.29,2,0,0,0.3,22,0,0
11,B1_INTERMEDIATE,21,10,ENGLISH_CAMP_DAY,A1_BEGINNER,1.5,42,17.77,5,yes,0,0,4.2,0,0
7,A1_BEGINNER,19,9,TREASURE_HUNT,A2_ELEMENTARY,4,0,3.78,15,0,0,0.258,15.5,0,0
5,A2_ELEMENTARY,15,8,STORYTELLING_PARK,A2_ELEMENTARY,4,0,6.72,1,1,0,0.53,25.6,0,0
13,N/A,16,4,FIELD_TRIP,B1_INTERMEDIATE,3,0,9.04,11,0,0,0.182,14.4,0,0
9,A2_ELEMENTARY,1,0,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,1.5,74,13.66,24,1,0,0.806,16.2,1,0
10,B1_INTERMEDIATE,12,4, ENGLISH_CAMP_DAY ,A2_ELEMENTARY,4,0,15.37,27,0,0,0.316,18.8,1,0
8,A2_ELEMENTARY,25,13,NATURE_VOCAB_WALK,ALL_LEVELS,3,0,6.43,11,0,0,0.792,24.8,0,0
13,B1_INTERMEDIATE,4,1,FIELD_TRIP,A1_BEGINNER,1,55,11.42,1,1,0,0.311,26.1,1,1
11,B1_INTERMEDIATE,17,6,FIELD_TRIP,A2_ELEMENTARY,2,43,10.43,16,0,0,0.529,30.2,1,0
6,A1_BEGINNER,1,1,OUTDOOR_THEATER,A2_ELEMENTARY,1,0,13.7,7,1,0,0.278,20.1,1,0
5,A2_ELEMENTARY,8,4,OUTDOOR_THEATER,ALL_LEVELS,2,0,3.71,21,1,0,0.047,29,0,0
9,A2_ELEMENTARY,30,16,TREASURE_HUNT,B1_INTERMEDIATE,3,0,16.9,16,0,0,0.036,19.2,1,0
5,A1_BEGINNER,11,6,ARTS_AND_CRAFTS,A1_BEGINNER,2.5,0,4.69,16,1,1,,20.9,1,1
7,A1_BEGINNER,9,2,ARTS_AND_CRAFTS,A1_BEGINNER,2.5,0,0.58,6,0,0,0.107,36.6,0,0
9,A1_BEGINNER,25,4,N/A,B1_INTERMEDIATE,4,0,9.19,3,1,1,0.163,20.6,1,1
99,A2_ELEMENTARY,11,4,OUTDOOR_THEATER,A1_BEGINNER,1.5,35,4.78,4,1,0,0.538,23.4,1,1
13,B1_INTERMEDIATE,12,2,NATURE_VOCAB_WALK,ALL_LEVELS,2.5,50,0.59,11,0,0,0.23,26.3,1,1
13,B1_INTERMEDIATE,2,0,NATURE_VOCAB_WALK,A1_BEGINNER,2,49,9.87,5,1,0,0.064,17.6,0,1
6,A1_BEGINNER,22,12,N/A,B1_INTERMEDIATE,1.5,28,4.93,5,0,0,0.384,14.3,0,0
7,A1_BEGINNER,3,2,ROLE_PLAY_GAMES,A2_ELEMENTARY,2,0,11.3,2,0,0,0.453,25.5,0,1
8,A2_ELEMENTARY,28,13,TREASURE_HUNT,ALL_LEVELS,3,42,?,19,0,0,0.595,20,1,0
13,A2_ELEMENTARY,9,4,OUTDOOR_THEATER,A1_BEGINNER,2,0,5.22,1,1,0,0.058,6.6,0,1
6,A2_ELEMENTARY,28,1,OUTDOOR_THEATER,A2_ELEMENTARY,1.5,0,7.91,14,1,0,0.585,36.8,1,0
unknown,A2_ELEMENTARY,6,2,TREASURE_HUNT,A1_BEGINNER,2.5,0,2.15,4,0,0,NA,13.8,1,1
9,A2_ELEMENTARY,16,1,OUTDOOR_THEATER,ALL_LEVELS,3,0,33.1,0,0,1,0.293,29.2,1,1
10,B1_INTERMEDIATE,24,2,OUTDOOR_THEATER,ALL_LEVELS,1,55,11.38,4,0,1,0.103,32.9,1,1
12,B1_INTERMEDIATE,28,1,ROLE_PLAY_GAMES,A2_ELEMENTARY,2,0,13.31,20,0,0,0.225,31.1,0,0
6,A1_BEGINNER,13,0,FIELD_TRIP,ALL_LEVELS,2,53,12.96,19,1,0,0,21.9,0,1
13,B1_INTERMEDIATE,4,1,OUTDOOR_THEATER,ALL_LEVELS,2,0,20.65,8,0,0,0.971,36.8,1,0
12,B1_INTERMEDIATE,4,1,ENGLISH_PICNIC,B1_INTERMEDIATE,1.5,19,7.87,1,0,1,0,16.3,yes,0
10,A2_ELEMENTARY,12,1,ROLE_PLAY_GAMES,ALL_LEVELS,4,48,23.13,12,0,0,0.482,35.6,0,0
11,B1_INTERMEDIATE,23,6,OUTDOOR_THEATER,ALL_LEVELS,2,31,18.8,6,0,1,0.395,24.4,yes,1
9,A2_ELEMENTARY,5,1,ENGLISH_CAMP_DAY,A1_BEGINNER,4,0,18.38,2,0,1,0.335,19.1,1,1
12,B1_INTERMEDIATE,17,5,,A2_ELEMENTARY,2.5,19,4.29,7,1,0,0,33.9,1,0
6,A1_BEGINNER,17,2,ROLE_PLAY_GAMES,B1_INTERMEDIATE,2,0,15.36,9,0,0,0.197,28,0,0
11,A2_ELEMENTARY,1,0,ENGLISH_CAMP_DAY,A1_BEGINNER,2.5,0,5.12,3,0,0,0.399,29.8,0,1
7,A1_BEGINNER,30,9,treasure_hunt,A1_BEGINNER,2,47,3.74,11,1,1,0.368,16.3,0,1
13,B1_INTERMEDIATE,25,6,OUTDOOR_THEATER,A2_ELEMENTARY,2.5,55,10.37,5,1,0,0.607,31.4,1,1
7,A2_ELEMENTARY,22,11,ENGLISH_CAMP_DAY,A2_ELEMENTARY,1,0,8,3,1,0,0,23.6,0,1
13,B1_INTERMEDIATE,9,0,ENGLISH_PICNIC,ALL_LEVELS,4,0,1.63,10,1,1,0.5,13,0,1
8,A2_ELEMENTARY,11,3,ARTS_AND_CRAFTS,ALL_LEVELS,3,43,7.84,5,1,0,0.463,15.6,1,0
11,B1_INTERMEDIATE,27,10,OUTDOOR_THEATER,B1_INTERMEDIATE,2,70,10.51,16,0,0,0.389,31.7,1,0
13,B1_INTERMEDIATE,26,3,field_trip,ALL_LEVELS,3,59,7.89,4,1,0,0.453,28.4,0,1
11,B1_INTERMEDIATE,13,8,NATURE_VOCAB_WALK,B1_INTERMEDIATE,4,0,5.29,8,0,1,0.389,18,1,0
8,A2_ELEMENTARY,1,0,SPORTS_AND_ENGLISH,A2_ELEMENTARY,4,55,,15,1,0,0,42,0,1
12,B1_INTERMEDIATE,22,8,TREASURE_HUNT,B1_INTERMEDIATE,2,0,7.84,17,yes,0,0.068,N/A,0,0
13,B1_INTERMEDIATE,13,5, ARTS_AND_CRAFTS ,ALL_LEVELS,2,0,,1,1,0,0.25,25.7,1,1
12,B1_INTERMEDIATE,6,2,STORYTELLING_PARK,ALL_LEVELS,4,52,10.13,6,1,0,0,34.7,1,1
11,A2_ELEMENTARY,4,2,OUTDOOR_THEATER,A1_BEGINNER,2.5,40,3.66,10,1,0,0.312,20.5,0,0
8,A1_BEGINNER,14,3,ENGLISH_PICNIC,ALL_LEVELS,4,32,12.48,18,1,0,0.285,22.8,1,0
5,A1_BEGINNER,7,3,ENGLISH_PICNIC,ALL_LEVELS,4,0,11.94,14,1,1,0,33.4,1,1
9,B1_INTERMEDIATE,30,4,STORYTELLING_PARK,ALL_LEVELS,2,68,4.31,10,1,0,0.581,26.3,1,1
10,A2_ELEMENTARY,28,12,ENGLISH_CAMP_DAY,ALL_LEVELS,3,51,15.43,5,0,0,0.036,28.5,0,0
10,A2_ELEMENTARY,14,1,OUTDOOR_THEATER,A1_BEGINNER,2,0,5.26,16,0,0,0.405,20.3,1,0
9,B1_INTERMEDIATE,0,0,OUTDOOR_THEATER,A2_ELEMENTARY,2,58,2.68,4,0,0,0.051,10.3,1,0
6,A1_BEGINNER,7,2,ARTS_AND_CRAFTS,?,3,0,11.84,19,1,0,0.53,19.3,0,0
11,?,23,11,STORYTELLING_PARK,A2_ELEMENTARY,3,43,15.14,11,1,1,0.383,29.8,1,1
5,A1_BEGINNER,30,7,OUTDOOR_THEATER,B1_INTERMEDIATE,2,46,22.77,18,1,0,0,18.5,1,0
10,A2_ELEMENTARY,0,0,STORYTELLING_PARK,A2_ELEMENTARY,2,0,3.26,21,1,0,0.47,11.2,1,0
12,A2_ELEMENTARY,0,0,ENGLISH_PICNIC,A2_ELEMENTARY,1.5,60,4.82,6,0,1,0.346,22.3,0,0
7,null,16,8,SPORTS_AND_ENGLISH,A2_ELEMENTARY,3,0,0.81,4,0,0,0.255,28.3,1,1
10,A2_ELEMENTARY,21,10,NATURE_VOCAB_WALK,ALL_LEVELS,3,33,1.05,3,0,0,0,18.2,0,0
6,A2_ELEMENTARY,9,1,FIELD_TRIP,A1_BEGINNER,2,21,11.43,6,1,0,0.634,26.7,1,1
250,A1_BEGINNER,27,6,FIELD_TRIP,B1_INTERMEDIATE,2.5,0,16.97,19,0,0,0.432,12.2,1,0
13,B1_INTERMEDIATE,28,8,NATURE_VOCAB_WALK,B1_INTERMEDIATE,2,68,11.97,5,1,0,0.479,24.5,0,1
10,A2_ELEMENTARY,1,0,NATURE_VOCAB_WALK,A1_BEGINNER,4,0,5.32,16,0,0,0.365,27,1,0
7,A2_ELEMENTARY,7,3,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,1,0,12.91,1,1,0,0,36.7,1,0
9,A2_ELEMENTARY,22,12,SPORTS_AND_ENGLISH,A1_BEGINNER,2.5,0,15.12,15,1,0,0.615,13.2,1,0
5,A2_ELEMENTARY,28,14,ENGLISH_CAMP_DAY,A1_BEGINNER,3,62,0.31,11,0,1,0.168,15.7,1,0
6,A1_BEGINNER,17,1,NATURE_VOCAB_WALK,ALL_LEVELS,4,0,12.43,9,1,0,0.06,19.9,0,0
8,A2_ELEMENTARY,27,14,TREASURE_HUNT,A2_ELEMENTARY,2,0,10.51,12,0,0,0.761,25.2,1,0
7,A1_BEGINNER,1,0,sports_and_english,A1_BEGINNER,1,77,6.49,15,1,0,0.652,17.9,1,1
9,A2_ELEMENTARY,27,0,ENGLISH_CAMP_DAY,A1_BEGINNER,1,0,0.74,10,1,0,0.488,19.4,0,0
7,A1_BEGINNER,29,15,NATURE_VOCAB_WALK,A1_BEGINNER,2.5,0,16.94,4,1,0,0.24,29.7,1,0
7,A2_ELEMENTARY,12,6, ENGLISH_CAMP_DAY ,ALL_LEVELS,2,21,7.98,2,0,0,0.237,26.8,1,1
11,B1_INTERMEDIATE,19,4,SPORTS_AND_ENGLISH,A2_ELEMENTARY,1.5,0,14.42,4,0,0,0.161,16.2,1,1
8,B1_INTERMEDIATE,6,2,ROLE_PLAY_GAMES,B1_INTERMEDIATE,1.5,0,0.12,18,0,0,0.521,24.6,0,0
9,A2_ELEMENTARY,26,5,ROLE_PLAY_GAMES,A2_ELEMENTARY,3,0,3.2,8,0,1,0,19.9,1,1
